City,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored.3c,Stressed.3c,Free.3c,Optimistic.3c,Peaceful.3c,Lonely.3c,Disappointed.3c,Frustrated.3c,Threatened.3c,Before covid,During covid,Bored.3e,Stressed.3e,Excited.3e,Hopeful.3e,Peaceful.3e,Lonely.3e,Vulnerable.3e,Disappointed.3e,Anxious.3e,Mask mandate.2020,Lockdown.2020,Closing Workplace/University.2020,Vaccination pass.2020,Social distancing.2020,Quarantine.2020,Mask mandate.2021,Lockdown.2021,Closing Workplace/University.2021,Vaccination pass.2021,Social distancing.2021,Quarantine.2021,Proud.4c,Optimistic.4c,Indifferent.4c,Vulnerable.4c,Disappointed.4c,Hostile.4c,Threatened.4c,Anxious.4c,Free.4c,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed.5b,Optimistic.5b,Peaceful.5b,Lonely.5b,Vulnerable.5b,Disappointed.5b,Frustrated.5b,Anxious.5b,Threatened.5b,What were the priorities in your life *before* COVID-19?.1,What were the priorities in your life *before* COVID-19?.2,What were the priorities in your life *before* COVID-19?.3,What were the priorities in your life *before* COVID-19?.4,What were the priorities in your life *before* COVID-19?.5,What were the priorities in your life *before* COVID-19?.6,What were the priorities in your life *during* COVID-19?.1,What were the priorities in your life *during* COVID-19?.2,What were the priorities in your life *during* COVID-19?.3,What were the priorities in your life *during* COVID-19?.4,What were the priorities in your life *during* COVID-19?.5,What were the priorities in your life *during* COVID-19?.6,What is your main source of income?,Bored.6b,Stressed.6b,Free.6b,Proud.6b,Optimistic.6b,Lonely.6b,Disappointed.6b,Frustrated.6b,Anxious.6b,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free.7c,Aggressive.7c,Frustrated.7c,Disappointed.7c,Vulnerable.7c,Lonely.7c,Optimistic.7c,Enthusiastic.7c,Stressed.7c,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people).1,"Going to public places (cinemas, theaters, restaurants, gym).1",Taking public transportation.1,Going to a crowded event outdoors.1,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
Milan,Study,Family,,,,,,3,,,,,Peaceful,,Disappointed,Frustrated,,Daily,Once a week,,,Excited,,Peaceful,,,Disappointed,,5,3,2,5,5,5,4,1,1,5,4,5,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Physical health,Relationships,Family,Career & Finances,Mental health,Spirituality,Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,Yes because I changed my field of study,Change in personal interests,Change in learning modes,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,1,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,,,Stressed,,Optimistic,Peaceful,,,,,Once a week,Monthly,,,,,,Lonely,Vulnerable,Disappointed,,5,4,4,5,5,4,4,3,2,5,4,3,,,,,Disappointed,Hostile,Threatened,,,,"Yes, in 2020",,,,,,,,,,Anxious,Threatened,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,5,5,4,4,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,5,4,3,5,5,5,5,3,2,5,4,5,,,,Vulnerable,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Family,Relationships,Physical health,Spirituality,Mental health,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Other / I prefer not to answer,,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,5,5,4,5,9,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,Optimistic,Peaceful,,,,,Daily,Daily,,,,,,,Vulnerable,,,5,4,4,2,4,4,4,3,3,2,3,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,,,Optimistic,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,4,3,3,2,5,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,,,,Hopeful,Peaceful,,,,,3,4,5,3,3,5,2,3,5,3,2,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Engineering and Technology,Female,24-30,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,,Lonely,,,,5,5,5,5,5,5,4,3,3,5,5,5,,,,,,,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,Job,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,5,4,3,5,8,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,2,,Stressed,,,Peaceful,Lonely,,,,Daily,Daily,,,,,,,,,Anxious,5,5,5,5,5,5,5,5,5,5,4,5,,,,,Disappointed,,Threatened,Anxious,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Spirituality,Relationships,Physical health,Mental health,Career & Finances,Family,Relationships,Spirituality,Mental health,Physical health,Career & Finances,Family,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,4,4,2,2,7,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Monthly,Once a week,,,,,Peaceful,Lonely,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",Stressed,,,,,,Frustrated,,,Relationships,Physical health,Career & Finances,Mental health,Family,Spirituality,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,5,3,2,3,7,,Engineering and Technology,Female,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,,,,,Once a week,Once a week,,,,Hopeful,Peaceful,,,,,4,4,4,4,4,4,4,3,4,4,4,4,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,,,,Optimistic,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,4,3,3,2,8,,Engineering and Technology,Male,20-24,I'm Italian,Other / I prefer not to answer,
Milan,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Daily,,,Excited,,Peaceful,,,,,5,5,4,4,5,5,4,4,2,4,3,4,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,5,4,4,9,,Engineering and Technology,Female,18-20,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,Excited,,,,,,,5,5,5,3,3,5,4,1,3,3,5,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Physical health,Relationships,Family,Mental health,Career & Finances,Spirituality,Physical health,Family,Relationships,Mental health,Career & Finances,Spirituality,Other / I prefer not to answer,,Stressed,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5,4,3,4,8,,Engineering and Technology,Male,24-30,I'm Italian,White,
Milan,Study,Family,,,,,,3,,Stressed,,,Peaceful,,,Frustrated,,Daily,Daily,,,,,Peaceful,,,,,4,4,3,4,4,3,2,3,2,4,2,2,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality,Family,,,Free,,,Lonely,Disappointed,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,5,5,4,4,5,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,Hopeful,Peaceful,,,,,4,4,4,4,5,5,4,2,1,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Job,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,4,3,3,2,5,5,5,5,10,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,10,,,Free,Optimistic,Peaceful,,,,,Once a year,Daily,,,Excited,Hopeful,Peaceful,,,,,1,1,1,1,1,1,1,1,1,1,1,1,Proud,Optimistic,,,,,,,Free,No,,,,,,,,,,,,,Spirituality,Career & Finances,Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances,Physical health,Mental health,Family,Relationships,Other / I prefer not to answer,,,Free,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,1,5,5,5,10,,Built Environment and Design,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,,Stressed,,,,Lonely,,Frustrated,,Daily,Daily,,,Excited,,Peaceful,,,,,5,5,5,5,5,5,5,2,3,5,2,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,Yes because I changed my field of study,,,Family / Friends / Advisors influence,,,,,,,,,,,,,,,,,,,5,5,3,1,5,5,4,4,8,,Engineering and Technology,Female,18-20,I have always lived in Milan,White,
Milan,Study,Family,,,,,,4,,,,Optimistic,,,,,,Daily,Daily,,,,,,,,,Anxious,4,2,4,4,4,4,4,1,4,4,4,4,,,,,,,Threatened,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Relationships,Career & Finances,Physical health,Family,Mental health,Spirituality,Physical health,Relationships,Family,Career & Finances,Mental health,Spirituality,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,9,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,1,,Stressed,,,,,Disappointed,,Threatened,Daily,Daily,,Stressed,,,Peaceful,,,,Anxious,5,5,4,5,5,5,5,3,3,5,4,5,,,,,Disappointed,Hostile,Threatened,,,No,,,"Yes, in 2022",,,,,,,,,,Career & Finances,Mental health,Physical health,Relationships,Family,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,4,3,2,4,4,3,2,6,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,5,,,,,Peaceful,,,,,Daily,Daily,,,,Hopeful,,,,,,2,3,4,2,5,5,2,1,1,1,4,5,,,Indifferent,,,,,,,,,"Yes, in 2021",,,,Peaceful,,,,,,,Career & Finances,Mental health,Spirituality,Relationships,Family,Physical health,Career & Finances,Spirituality,Mental health,Family,Relationships,Physical health,Family,,,,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,4,,,,,Peaceful,,,,,Daily,Daily,,,,,,Lonely,,,,4,4,3,4,4,4,4,3,2,4,3,3,,,,,,Hostile,,,,,,"Yes, in 2021","Yes, in 2022",,,,Lonely,,,Frustrated,,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,5,5,5,9,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,Roommates,,,2,,,,,Peaceful,,,,,Daily,Daily,,Stressed,,Hopeful,,,,Disappointed,,5,3,3,5,5,4,5,3,3,5,5,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,,,,Proud,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,5,4,5,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,6,,,,,Peaceful,,,,,Daily,Daily,,,,,,,Vulnerable,,,3,4,2,4,2,4,3,3,2,4,3,2,,,,,,Hostile,Threatened,Anxious,,,,"Yes, in 2021",,,,Peaceful,,Vulnerable,,,,,Relationships,Physical health,Family,Spirituality,Mental health,Career & Finances,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,5,5,5,5,9,,Engineering and Technology,Female,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,,,,Optimistic,Peaceful,,,Frustrated,,Daily,Monthly,,Stressed,,,,,Vulnerable,Disappointed,,4,5,5,3,3,5,5,3,4,3,3,5,,,Indifferent,Vulnerable,Disappointed,,,,,,"Yes, in 2020",,,,Optimistic,Peaceful,,,,,,Threatened,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Family,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,3,1,3,3,4,4,4,5,5,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,Bored,,,,,,,Disappointed,,5,4,4,4,5,4,2,2,1,3,3,5,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Physical health,Mental health,Career & Finances,Relationships,Family,Spirituality,Physical health,Mental health,Career & Finances,Relationships,Family,Spirituality,Job,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,Friends,Pets,,,Alone,,,,,,,,,,,Daily,Daily,Bored,,,,Peaceful,,,Disappointed,,4,4,2,1,3,4,3,2,1,1,3,4,,,Indifferent,,,,,,Free,,,"Yes, in 2021","Yes, in 2022",,,,Lonely,,,Frustrated,Anxious,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,5,4,3,4,7,,Engineering and Technology,Male,24-30,I'm Italian,White,
Milan,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,Bored,,,Hopeful,Peaceful,,,,,4,4,4,2,4,4,4,2,2,1,2,2,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Family,Relationships,Physical health,Career & Finances,Spirituality,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,5,5,3,3,10,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,1,4,4,5,2,4,1,3,2,5,1,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Family,Bored,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,5,5,4,4,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,4,Bored,Stressed,,,Peaceful,,,,,Daily,Daily,,,,,,Lonely,,,Anxious,5,5,5,4,5,5,2,1,1,3,2,3,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Spirituality,Career & Finances,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5,5,5,5,8,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,,,,Roommates,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,,,Vulnerable,,Anxious,5,4,5,5,5,4,4,3,3,5,4,4,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Physical health,Mental health,Relationships,Family,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,4,4,4,5,7,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,Free,,Peaceful,,,,,Daily,Once a week,,,,Hopeful,Peaceful,,,,,4,5,5,3,5,5,2,5,5,3,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Family,Mental health,Physical health,Relationships,Spirituality,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,5,5,5,4,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,Excited,,,,,,,3,3,3,1,3,4,2,2,2,1,2,3,,,Indifferent,,,,,,Free,,,"Yes, in 2021",,,,Peaceful,,,,,,,Mental health,Physical health,Family,Spirituality,Relationships,Career & Finances,Physical health,Mental health,Family,Spirituality,Relationships,Career & Finances,Family,Bored,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,5,,Engineering and Technology,Male,18-20,I'm Italian,Multiracial,
Milan,Both,,,,Roommates,,,2,,,Free,,Peaceful,,,,,Once a week,Once a week,,Stressed,,,,,,,,5,4,4,5,5,4,4,2,3,3,5,3,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Mental health,Physical health,Spirituality,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Scholarship,,Stressed,,,,Lonely,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,5,4,3,3,7,,Engineering and Technology,Male,20-24,I'm Italian,Other / I prefer not to answer,
Milan,Study,Family,,Pets,,,,,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,5,5,3,5,4,5,5,1,1,5,1,5,,,,,Disappointed,Hostile,,,,,"Yes, in 2020",,"Yes, in 2022",,,,Lonely,,,Frustrated,,,Physical health,Relationships,Mental health,Family,Career & Finances,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Family,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,2,2,2,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Work,Family,,,,,,3,,,,Optimistic,,,,,,Once a week,Daily,,,,Hopeful,,,,,,4,2,2,4,4,4,4,2,2,4,4,4,,,Indifferent,,,,,,,,,"Yes, in 2021","Yes, in 2022",,Optimistic,,,,,Frustrated,,,Family,Relationships,Mental health,Career & Finances,Physical health,Spirituality,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Self - employed,0,,,,,,,,,Stressed,"Yes, my contract ended",Change in personal interests,3,3,3,2,5,4,4,4,9,Other / I prefer not to answer,,Female,40-50,I come from abroad,Multiracial,
Milan,Study,Family,,,,,,4,Bored,,,,Peaceful,Lonely,,,,Daily,Once a week,Bored,,,,,,,,,5,5,4,4,5,5,5,2,1,4,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Physical health,Relationships,Career & Finances,Mental health,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,5,4,3,3,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,Family,Mental health,Relationships,Spirituality,Physical health,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Family,,,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,4,4,4,4,7,,Engineering and Technology,Male,30-40,I'm Italian,White,
Milan,Work,,,,Roommates,,,3,,,,,,,Disappointed,,Threatened,Daily,Daily,,Stressed,,,,Lonely,Vulnerable,,,4,3,3,3,3,3,4,3,2,3,4,3,,,,,Disappointed,,Threatened,Anxious,,,,,"Yes, in 2022",Stressed,,,Lonely,Vulnerable,,,,,Family,Relationships,Mental health,Career & Finances,Physical health,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Unemployed,0,,,Frustrated,,,Lonely,,,Stressed,"Yes, I was fired",Financial reasons,4,3,2,2,4,3,2,2,2,Other / I prefer not to answer,,Female,24-30,I'm Italian,White,
Milan,Study,Family,,,,,,5,,Stressed,,,,,,Frustrated,,Once a week,Once a week,,,Excited,,,,Vulnerable,,,5,4,3,3,5,5,4,3,3,3,4,4,,,Indifferent,Vulnerable,Disappointed,,,,,,"Yes, in 2020",,,,,Peaceful,Lonely,,Disappointed,,,,Family,Career & Finances,Mental health,Relationships,Physical health,Spirituality,Family,Mental health,Career & Finances,Relationships,Physical health,Spirituality,Scholarship,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,5,5,3,4,10,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,5,,,,,Peaceful,,,,,Once a week,Daily,,,,,,Lonely,,,,5,5,5,5,5,5,5,4,4,5,5,5,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Mental health,Career & Finances,Family,Physical health,Spirituality,Relationships,Career & Finances,Mental health,Family,Relationships,Physical health,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,4,5,5,4,8,,Physical Sciences,Male,20-24,I'm Italian,White,
Milan,Study,Family,Friends,Pets,,,,,,Stressed,,,,,Disappointed,Frustrated,,Daily,Once a week,Bored,Stressed,,,,Lonely,,,,1,1,1,5,1,1,1,1,1,5,1,1,,,,,,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,Bored,Stressed,,,,,,,,4,4,2,3,4,4,3,2,1,3,4,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,5,5,3,4,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,Disappointed,,,Daily,Daily,,,,,Peaceful,,,,,5,5,4,5,5,5,5,4,3,5,5,5,,,Indifferent,,Disappointed,,,,,,,"Yes, in 2021",,,,Peaceful,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,8,,Engineering and Technology,Female,18-20,I have always lived in Milan,White,
Milan,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Once a week,,Stressed,,,,,,,Anxious,4,3,4,4,5,3,3,3,4,4,3,3,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Mental health,Career & Finances,Physical health,Spirituality,Relationships,Family,Mental health,Career & Finances,Physical health,Spirituality,Family,Bored,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4,4,3,3,7,,Biological Sciences,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,5,,,,Optimistic,Peaceful,,Disappointed,,,Daily,Daily,,Stressed,,,,Lonely,,Disappointed,,1,2,1,1,4,4,1,1,1,1,2,3,Proud,,Indifferent,,,,,,Free,,,"Yes, in 2021",,,,Peaceful,Lonely,,,Frustrated,,,Physical health,Career & Finances,Family,Relationships,Mental health,Spirituality,Mental health,Family,Career & Finances,Physical health,Relationships,Spirituality,Family,,,,,,Lonely,Disappointed,Frustrated,,Yes because I changed my field of study,,Change in learning modes,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,5,,,Free,Optimistic,Peaceful,,,,,Daily,Once a week,,,,Hopeful,Peaceful,,,,,5,5,4,3,4,5,5,4,4,3,4,5,,,,Vulnerable,Disappointed,,,,,,,,"Yes, in 2022",Stressed,,Peaceful,,Vulnerable,,,,,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Mental health,Physical health,Career & Finances,Relationships,Family,,,,,,Lonely,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,5,5,4,5,8,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
